"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AAL","American Airlines Group Inc","Industrials","Airlines","USA",6801.14,62.01,10.30,-2.37%,106227058
2,"AAOI","Applied Optoelectronics Inc","Technology","Communication Equipment","USA",7280.00,,96.81,-8.83%,14962137
3,"AAON","AAON Inc","Industrials","Building Products & Equipment","USA",6837.84,64.82,83.90,-3.63%,769146
4,"AAP","Advance Auto Parts Inc","Consumer Cyclical","Auto Parts","USA",3108.97,71.00,51.73,-1.77%,2175982
5,"AAUC","Allied Gold Corp","Basic Materials","Gold","Canada",3855.47,,31.08,-1.08%,339893
6,"AB","AllianceBernstein Holding Lp","Financial","Asset Management","USA",3515.11,12.69,38.09,0.34%,235779
7,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",5103.24,12.53,75.18,-0.17%,466244
8,"ABG","Asbury Automotive Group Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",3783.41,7.84,196.46,-0.12%,231225
9,"ABM","ABM Industries Inc","Industrials","Specialty Business Services","USA",2269.32,15.28,38.77,0.26%,886198
10,"ABVX","Abivax ADR","Healthcare","Biotechnology","France",9144.14,,115.50,-1.27%,701954
11,"ACA","Arcosa Inc","Industrials","Engineering & Construction","USA",5182.97,24.94,105.68,-1.35%,266213
12,"ACAD","Acadia Pharmaceuticals Inc","Healthcare","Biotechnology","USA",3513.89,9.01,20.61,-3.10%,1553287
13,"ACHC","Acadia Healthcare Company Inc","Healthcare","Medical Care Facilities","USA",2168.82,,23.52,-2.59%,2770781
14,"ACHR","Archer Aviation Inc","Industrials","Aerospace & Defense","USA",4489.57,,6.03,-1.95%,23285528
15,"ACI","Albertsons Companies Inc","Consumer Defensive","Grocery Stores","USA",8875.28,11.12,17.27,2.37%,4419046
16,"ACIW","ACI Worldwide Inc","Technology","Software - Infrastructure","USA",4045.40,18.35,39.77,-1.63%,535551
17,"ACLS","Axcelis Technologies Inc","Technology","Semiconductor Equipment & Materials","USA",2555.50,21.91,83.19,-2.34%,829180
18,"ACLX","Arcellx Inc","Healthcare","Biotechnology","USA",6689.51,,114.39,0.09%,818326
19,"ACMR","ACM Research Inc","Technology","Semiconductor Equipment & Materials","USA",3048.45,33.82,46.38,2.45%,923181
20,"ACT","Enact Holdings Inc","Financial","Insurance - Specialty","USA",5729.90,8.96,40.49,-0.17%,335115
21,"AD","Array Digital Infrastructure Inc","Communication Services","Telecom Services","USA",4165.63,14.45,48.21,0.37%,177240
22,"ADC","Agree Realty Corp","Real Estate","REIT - Retail","USA",9506.24,44.84,79.20,-0.58%,1671860
23,"ADEA","Adeia Inc","Technology","Software - Application","USA",2485.31,23.15,22.79,-0.35%,1270436
24,"ADMA","Adma Biologics Inc","Healthcare","Biotechnology","USA",3608.11,25.29,15.15,1.07%,2875846
25,"ADPT","Adaptive Biotechnologies Corp","Healthcare","Biotechnology","USA",2027.94,,13.17,5.78%,3902533
26,"ADT","ADT Inc","Industrials","Security & Protection Services","USA",5256.98,9.64,6.41,0.47%,9898382
27,"ADX","Adams Diversified Equity Fund","Financial","Closed-End Fund - Equity","USA",2749.44,5.64,22.44,-0.58%,204328
28,"AEO","American Eagle Outfitters Inc","Consumer Cyclical","Apparel Retail","USA",2980.02,15.71,17.58,0.11%,4590900
29,"AGCO","AGCO Corp","Industrials","Farm & Heavy Construction Machinery","USA",8584.54,12.17,118.57,-1.08%,555476
30,"AGO","Assured Guaranty Ltd","Financial","Insurance - Specialty","Bermuda",3747.83,8.16,83.38,0.25%,375535
31,"AGX","Argan, Inc","Industrials","Engineering & Construction","USA",6358.32,54.02,458.31,-0.22%,302525
32,"AHR","American Healthcare REIT Inc","Real Estate","REIT - Healthcare Facilities","USA",9911.81,127.87,52.16,0.06%,3066690
33,"AIR","AAR Corp","Industrials","Aerospace & Defense","USA",4032.83,39.65,101.91,-1.80%,425398
34,"AIT","Applied Industrial Technologies Inc","Industrials","Industrial Distribution","USA",9536.37,24.33,255.65,-1.63%,309635
35,"AKR","Acadia Realty Trust","Real Estate","REIT - Retail","USA",2686.49,214.13,20.15,-1.42%,1041447
36,"AL","Air Lease Corp","Industrials","Rental & Leasing Services","USA",7228.52,6.93,64.52,-0.15%,4154143
37,"ALG","Alamo Group Inc","Industrials","Farm & Heavy Construction Machinery","USA",2070.07,19.87,170.78,0.37%,117144
38,"ALGM","Allegro Microsystems Inc","Technology","Semiconductors","USA",5768.10,,31.13,-0.10%,1156590
39,"ALH","Alliance Laundry Holdings Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",3898.65,,19.75,3.62%,1980952
40,"ALHC","Alignment Healthcare Inc","Healthcare","Healthcare Plans","USA",3471.00,,16.99,-0.76%,1945320
41,"ALK","Alaska Air Group Inc","Industrials","Airlines","USA",4356.38,43.40,38.00,-1.68%,5715153
42,"ALKS","Alkermes plc","Healthcare","Drug Manufacturers - Specialty & Generic","Ireland",4626.20,19.38,27.76,0.43%,2896735
43,"ALM","Almonty Industries Inc","Basic Materials","Other Industrial Metals & Mining","Canada",5170.20,,19.67,-6.58%,6055421
44,"ALMS","Alumis Inc","Healthcare","Biotechnology","USA",3093.58,,24.81,-0.88%,1292676
45,"ALRM","Alarm.com Holdings Inc","Technology","Software - Application","USA",2314.19,18.91,46.60,-0.65%,469224
46,"ALSN","Allison Transmission Holdings Inc","Consumer Cyclical","Auto Parts","USA",9342.13,15.38,112.82,-0.26%,795166
47,"ALV","Autoliv Inc","Consumer Cyclical","Auto Parts","Sweden",7688.05,10.75,102.91,-0.78%,629846
48,"AMBA","Ambarella Inc","Technology","Semiconductor Equipment & Materials","USA",2251.11,,52.29,-0.25%,630077
49,"AMBP","Ardagh Metal Packaging S.A","Consumer Cyclical","Packaging & Containers","Luxembourg",2450.57,,4.10,-0.24%,1291752
50,"AMG","Affiliated Managers Group Inc","Financial","Asset Management","USA",7256.91,11.87,271.95,0.56%,218470
51,"AMPX","Amprius Technologies Inc","Industrials","Electrical Equipment & Parts","USA",2459.49,,17.95,-1.86%,8822797
52,"AMR","Alpha Metallurgical Resources Inc","Basic Materials","Coking Coal","USA",2403.23,,187.86,-0.85%,232470
53,"AMRX","Amneal Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",3722.06,53.43,11.83,-2.35%,2888893
54,"AMTM","Amentum Holdings Inc","Industrials","Specialty Business Services","USA",6805.79,69.30,27.90,-0.36%,1720240
55,"AN","Autonation Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",6368.34,10.76,183.47,-0.64%,380271
56,"ANDE","Andersons Inc","Consumer Defensive","Food Distribution","USA",2396.68,25.30,70.74,-0.70%,439998
57,"ANDG","Andersen Group Inc","Consumer Cyclical","Personal Services","USA",2534.16,5.16,22.84,-6.89%,556754
58,"ANF","Abercrombie & Fitch Co","Consumer Cyclical","Apparel Retail","USA",3753.90,7.77,81.86,-2.64%,976640
59,"AOS","A.O. Smith Corp","Industrials","Specialty Industrial Machinery","USA",9243.30,17.38,66.85,0.41%,1208357
60,"APAM","Artisan Partners Asset Management Inc","Financial","Asset Management","USA",2858.42,9.04,35.40,0.85%,671921
61,"APGE","Apogee Therapeutics Inc","Healthcare","Biotechnology","USA",4995.99,,71.90,-2.19%,728707
62,"APLD","Applied Digital Corporation","Technology","Information Technology Services","USA",7562.91,,27.05,-1.56%,18724713
63,"APLE","Apple Hospitality REIT Inc","Real Estate","REIT - Hotel & Motel","USA",2754.85,15.84,11.69,-1.52%,2616161
64,"APLS","Apellis Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2421.10,153.36,18.94,2.99%,1716893
65,"APPF","Appfolio Inc","Technology","Software - Application","USA",6208.24,44.45,172.50,-2.06%,282262
66,"AQN","Algonquin Power & Utilities Corp","Utilities","Utilities - Diversified","Canada",5008.61,28.56,6.33,0.64%,4698532
67,"ARE","Alexandria Real Estate Equities Inc","Real Estate","REIT - Office","USA",8389.47,,48.41,-3.66%,2277571
68,"ARIS","Aris Mining Corp","Basic Materials","Gold","Canada",3821.91,49.22,18.58,-3.53%,1875950
69,"ARLP","Alliance Resource Partners, LP","Energy","Thermal Coal","USA",3509.81,11.37,27.28,-0.66%,162976
70,"AROC","Archrock Inc","Energy","Oil & Gas Equipment & Services","USA",6054.88,18.94,34.62,-1.28%,1485628
71,"ARQT","Arcutis Biotherapeutics Inc","Healthcare","Biotechnology","USA",2821.76,,22.75,-0.70%,890479
72,"ARR","ARMOUR Residential REIT Inc","Real Estate","REIT - Mortgage","USA",2039.09,6.24,17.09,-1.84%,3429972
73,"ARW","Arrow Electronics Inc","Technology","Electronics & Computer Distribution","USA",7174.54,12.83,140.44,-0.06%,407169
74,"ARWR","Arrowhead Pharmaceuticals Inc","Healthcare","Biotechnology","USA",7708.77,35.79,55.05,0.07%,4477182
75,"ARX","Accelerant Holdings","Financial","Insurance Brokers","Cayman Islands",2375.69,,10.71,-0.56%,826475
76,"ASB","Associated Banc-Corp","Financial","Banks - Regional","USA",4063.07,8.85,24.48,-0.89%,2091805
77,"ASH","Ashland Inc","Basic Materials","Specialty Chemicals","USA",2286.75,,49.97,-1.98%,729063
78,"ASO","Academy Sports and Outdoors Inc","Consumer Cyclical","Specialty Retail","USA",3756.82,10.30,56.34,1.51%,1292838
79,"ATAT","Atour Lifestyle Holdings Ltd ADR","Consumer Cyclical","Lodging","China",4004.32,24.15,35.24,1.73%,860500
80,"ATHM","Autohome Inc ADR","Communication Services","Internet Content & Information","China",2233.78,11.58,18.86,0.59%,812515
81,"ATMU","Atmus Filtration Technologies Inc","Consumer Cyclical","Auto Parts","USA",4610.94,22.59,56.57,-0.72%,612808
82,"ATR","Aptargroup Inc","Healthcare","Medical Instruments & Supplies","USA",8282.45,21.87,128.65,-0.16%,660585
83,"ATRO","Astronics Corp","Industrials","Aerospace & Defense","USA",2287.39,88.36,63.93,-5.78%,1519912
84,"ATS","ATS Corporation","Industrials","Specialty Industrial Machinery","Canada",2702.53,183.86,27.56,-2.99%,210026
85,"AUB","Atlantic Union Bankshares Corp","Financial","Banks - Regional","USA",4891.32,16.86,34.30,-0.35%,1040219
86,"AUGO","Aura Minerals Inc","Basic Materials","Gold","USA",6297.25,,75.39,-5.90%,551916
87,"AUR","Aurora Innovation Inc","Technology","Information Technology Services","USA",7951.16,,4.08,-4.00%,34190652
88,"AVA","Avista Corp","Utilities","Utilities - Diversified","USA",3279.36,16.72,39.87,1.48%,591212
89,"AVNT","Avient Corp","Basic Materials","Specialty Chemicals","USA",3140.90,38.37,34.28,-0.72%,766156
90,"AVPT","AvePoint Inc","Technology","Software - Infrastructure","USA",2247.31,69.26,10.43,-0.29%,1272637
91,"AVT","Avnet Inc","Technology","Electronics & Computer Distribution","USA",4889.68,24.46,59.73,-0.85%,874787
92,"AVTR","Avantor Inc","Healthcare","Medical Instruments & Supplies","USA",5408.70,,7.93,0.38%,10373513
93,"AWI","Armstrong World Industries Inc","Industrials","Building Products & Equipment","USA",7166.14,23.66,167.39,1.46%,456056
94,"AWR","American States Water Co","Utilities","Utilities - Regulated Water","USA",2955.03,22.47,75.62,1.59%,212633
95,"AX","Axos Financial Inc","Financial","Banks - Regional","USA",4799.51,10.73,84.73,0.08%,361417
96,"AXS","Axis Capital Holdings Ltd","Financial","Insurance - Specialty","Bermuda",7463.16,8.14,100.90,0.29%,437402
97,"AXSM","Axsome Therapeutics Inc","Healthcare","Biotechnology","USA",7984.01,,156.08,1.27%,862767
98,"AXTA","Axalta Coating Systems Ltd","Basic Materials","Specialty Chemicals","USA",5886.99,15.86,27.59,-0.97%,2162438
99,"AXTI","AXT Inc","Technology","Semiconductor Equipment & Materials","USA",2700.70,,48.86,4.56%,10703912
100,"AYI","Acuity Inc","Industrials","Electrical Equipment & Parts","USA",7997.73,20.07,260.83,1.18%,368858
101,"AZZ","AZZ Inc","Industrials","Specialty Business Services","USA",3696.13,11.64,123.80,1.78%,245234
102,"BAH","Booz Allen Hamilton Holding Corp","Industrials","Consulting Services","USA",9438.92,11.63,78.27,1.50%,1532259
103,"BANC","Banc of California Inc","Financial","Banks - Regional","USA",2608.58,14.34,16.78,-0.12%,2798892
104,"BANF","Bancfirst Corp","Financial","Banks - Regional","USA",3557.79,14.91,106.06,-0.73%,116219
105,"BANR","Banner Corp","Financial","Banks - Regional","USA",2013.82,10.47,59.06,-0.47%,304756
106,"BATRK","Atlanta Braves Holdings Inc","Communication Services","Entertainment","USA",2758.60,,43.09,0.37%,324261
107,"BAX","Baxter International Inc","Healthcare","Medical Instruments & Supplies","USA",8952.13,,17.40,-3.39%,8897392
108,"BBAR","BBVA Argentina ADR","Financial","Banks - Regional","Argentina",2716.39,14.58,13.30,-6.73%,712075
109,"BBT","Beacon Financial Corp","Financial","Banks - Regional","USA",2402.17,22.38,28.66,-0.35%,789431
110,"BBWI","Bath & Body Works Inc","Consumer Cyclical","Specialty Retail","USA",3922.12,6.19,19.50,3.83%,7681588
111,"BC","Brunswick Corp","Consumer Cyclical","Recreational Vehicles","USA",4468.88,,68.91,-0.12%,779447
112,"BCC","Boise Cascade Co","Basic Materials","Lumber & Wood Production","USA",2500.54,19.93,70.00,0.55%,631614
113,"BCO","Brink's Co","Industrials","Security & Protection Services","USA",4405.01,22.80,107.07,-0.21%,413041
114,"BCPC","Balchem Corp","Basic Materials","Specialty Chemicals","USA",5413.25,35.58,169.03,-0.79%,150329
115,"BCRX","Biocryst Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",2061.58,6.83,8.22,-1.91%,5516666
116,"BDC","Belden Inc","Technology","Communication Equipment","USA",4437.92,19.37,114.53,-1.84%,271336
117,"BEAM","Beam Therapeutics Inc","Healthcare","Biotechnology","USA",2562.70,,25.16,-1.68%,1664475
118,"BELFB","Bel Fuse Inc","Technology","Electronic Components","USA",2464.99,41.89,197.65,1.27%,143638
119,"BEP","Brookfield Renewable Partners LP","Utilities","Utilities - Renewable","Bermuda",9231.72,,30.17,-2.11%,953535
120,"BEPC","Brookfield Renewable Corp","Utilities","Utilities - Renewable","USA",7070.73,,39.22,-3.49%,2265967
121,"BETA","BETA Technologies Inc","Industrials","Aerospace & Defense","USA",3825.35,,16.65,-2.69%,1861506
122,"BFAM","Bright Horizons Family Solutions, Inc","Consumer Cyclical","Personal Services","USA",4201.31,22.70,76.23,-2.27%,1022463
123,"BFH","Bread Financial Holdings Inc","Financial","Credit Services","USA",3084.02,6.60,71.53,-0.18%,581847
124,"BGC","BGC Group Inc","Financial","Capital Markets","USA",4538.69,31.10,9.57,3.57%,4989441
125,"BHF","Brighthouse Financial Inc","Financial","Insurance - Life","USA",3444.20,10.37,60.23,-0.25%,492871
126,"BILI","Bilibili Inc ADR","Communication Services","Internet Content & Information","China",8443.01,68.31,25.20,1.20%,1454442
127,"BILL","BILL Holdings Inc","Technology","Software - Application","USA",3937.64,,39.79,0.35%,1564039
128,"BIO","Bio-Rad Laboratories Inc","Healthcare","Medical Devices","USA",7096.90,9.41,262.80,0.37%,161773
129,"BIPC","Brookfield Infrastructure Corp","Utilities","Utilities - Regulated Gas","USA",6183.05,,46.82,-0.17%,674105
130,"BIRK","Birkenstock Holding Plc","Consumer Cyclical","Footwear & Accessories","United Kingdom",6883.60,16.34,37.43,3.60%,2038046
131,"BKD","Brookdale Senior Living Inc","Healthcare","Medical Care Facilities","USA",3314.83,,13.94,0.29%,3223820
132,"BKE","Buckle, Inc","Consumer Cyclical","Apparel Retail","USA",2572.15,12.16,50.28,-0.75%,669318
133,"BKH","Black Hills Corporation","Utilities","Utilities - Regulated Gas","USA",5468.91,18.19,72.46,2.56%,1298644
134,"BKU","BankUnited Inc","Financial","Banks - Regional","USA",3151.00,12.12,42.79,-0.90%,878060
135,"BKV","BKV Corp","Energy","Oil & Gas E&P","USA",2940.78,14.73,28.75,2.50%,749025
136,"BL","BlackLine Inc","Technology","Software - Application","USA",2195.92,95.45,36.88,3.77%,977039
137,"BLCO","Bausch + Lomb Corp","Healthcare","Medical Instruments & Supplies","Canada",5739.95,,16.20,-2.29%,424521
138,"BLDR","Builders Firstsource Inc","Industrials","Building Products & Equipment","USA",9743.20,22.62,88.09,1.72%,2464990
139,"BLKB","Blackbaud Inc","Technology","Software - Application","USA",2022.45,18.49,44.03,-1.41%,323304
140,"BLLN","Billiontoone Inc","Healthcare","Diagnostics & Research","USA",3163.08,,69.11,7.93%,230804
141,"BLSH","Bullish","Technology","Software - Infrastructure","Cayman Islands",5518.04,,36.62,1.05%,1204545
142,"BLTE","Belite Bio Inc ADR","Healthcare","Biotechnology","USA",6456.09,,164.11,-3.21%,109758
143,"BMA","Banco Macro S.A. ADR","Financial","Banks - Regional","Argentina",4186.32,18.78,66.64,-5.02%,393411
144,"BMI","Badger Meter Inc","Technology","Scientific & Technical Instruments","USA",4277.73,30.60,146.59,1.59%,485990
145,"BMNR","BitMine Immersion Technologies Inc","Financial","Capital Markets","USA",9342.87,,20.54,-0.05%,80720461
146,"BNL","Broadstone Net Lease Inc","Real Estate","REIT - Diversified","USA",3696.39,38.92,19.31,0.31%,2345127
147,"BOBS","Bob's Discount Furniture Inc","Consumer Cyclical","Specialty Retail","USA",2007.70,,15.40,-6.67%,1359599
148,"BOH","Bank of Hawaii Corp","Financial","Banks - Regional","USA",2898.55,15.80,73.09,-0.89%,526714
149,"BOKF","BOK Financial Corp","Financial","Banks - Regional","USA",7583.45,13.60,124.94,-0.43%,321858
150,"BOOT","Boot Barn Holdings Inc","Consumer Cyclical","Apparel Retail","USA",4992.30,23.04,164.11,-1.94%,533476
151,"BOX","Box Inc","Technology","Software - Infrastructure","USA",3446.01,42.12,24.89,0.77%,2278278
152,"BPOP","Popular Inc","Financial","Banks - Regional","USA",8488.62,10.58,130.38,-0.37%,567716
153,"BPRE","Bluerock Private Real Estate Fund","Financial","Closed-End Fund - Debt","USA",2443.20,,17.08,1.36%,661714
154,"BRC","Brady Corp","Industrials","Security & Protection Services","USA",4020.05,19.95,85.12,-0.29%,115467
155,"BRKR","Bruker Corp","Healthcare","Medical Devices","USA",5137.40,,33.75,-3.71%,4429826
156,"BROS","Dutch Bros Inc","Consumer Cyclical","Restaurants","USA",7782.99,74.59,47.30,-1.81%,4405961
157,"BRSL","Brightstar Lottery PLC","Consumer Cyclical","Gambling","United Kingdom",2400.04,34.11,12.67,0.24%,1201636
158,"BRX","Brixmor Property Group Inc","Real Estate","REIT - Retail","USA",9090.39,23.67,29.65,-0.13%,2465225
159,"BRZE","Braze Inc","Technology","Software - Application","USA",2106.28,,18.77,1.02%,2238438
160,"BSM","Black Stone Minerals L.P","Energy","Oil & Gas E&P","USA",3267.82,12.08,15.39,0.59%,271433
161,"BTE","Baytex Energy Corp","Energy","Oil & Gas E&P","Canada",2990.00,20.31,4.04,0.50%,20531827
162,"BTG","B2gold Corp","Basic Materials","Gold","Canada",6484.64,18.18,4.85,-4.90%,32773984
163,"BTSG","BrightSpring Health Services Inc","Healthcare","Health Information Services","USA",7414.87,43.69,38.31,-0.85%,2784159
164,"BTU","Peabody Energy Corp","Energy","Thermal Coal","USA",4217.35,,34.65,-3.56%,2052888
165,"BULL","Webull Corp","Technology","Software - Application","USA",2758.59,,5.27,-0.38%,12774245
166,"BUSE","First Busey Corp","Financial","Banks - Regional","USA",2128.09,19.21,24.68,-0.76%,420295
167,"BVN","Compania de Minas Buenaventura S.A. ADR","Basic Materials","Other Precious Metals & Mining","Peru",8946.17,11.39,35.26,-4.11%,2917007
168,"BWIN","The Baldwin Insurance Group Inc","Financial","Insurance Brokers","USA",3008.58,,21.06,1.20%,1714403
169,"BWLP","BW LPG Limited","Industrials","Marine Shipping","Singapore",2056.71,8.52,13.59,-7.49%,445932
170,"BXMT","Blackstone Mortgage Trust Inc","Real Estate","REIT - Mortgage","USA",3131.79,28.88,18.56,-0.16%,1236852
171,"BXP","BXP Inc","Real Estate","REIT - Office","USA",9061.14,29.91,52.01,-1.37%,1856180
172,"BXSL","Blackstone Secured Lending Fund","Financial","Asset Management","USA",5493.42,9.61,23.65,-0.25%,3191666
173,"BYD","Boyd Gaming Corp","Consumer Cyclical","Resorts & Casinos","USA",6163.18,3.59,81.64,0.42%,1002840
174,"BZ","Kanzhun Ltd ADR","Communication Services","Internet Content & Information","China",5674.23,18.79,14.17,0.28%,3183133
175,"CAAP","Corporacion America Airports S.A","Industrials","Airports & Air Services","Luxembourg",3977.69,21.58,24.39,-1.69%,302788
176,"CACC","Credit Acceptance Corp","Financial","Credit Services","USA",4812.70,12.27,447.79,-9.35%,305379
177,"CAE","Cae Inc","Industrials","Aerospace & Defense","Canada",8807.94,32.89,27.37,1.11%,661188
178,"CAG","Conagra Brands Inc","Consumer Defensive","Packaged Foods","USA",7850.04,,16.41,1.48%,20226698
179,"CAI","Caris Life Sciences Inc","Healthcare","Biotechnology","USA",5128.82,,18.15,2.60%,1697514
180,"CAKE","Cheesecake Factory Inc","Consumer Cyclical","Restaurants","USA",2870.39,18.82,57.57,1.71%,1284137
181,"CALM","Cal-Maine Foods, Inc","Consumer Defensive","Farm Products","USA",4186.41,3.71,87.85,-1.45%,569495
182,"CALX","Calix Inc","Technology","Software - Infrastructure","USA",3317.78,201.31,50.57,1.61%,441558
183,"CALY","Callaway Golf Co","Consumer Cyclical","Leisure","USA",2463.18,,13.38,1.75%,2523123
184,"CAMT","Camtek Ltd","Technology","Semiconductor Equipment & Materials","Israel",6827.48,160.71,148.98,-2.34%,434982
185,"CAR","Avis Budget Group Inc","Industrials","Rental & Leasing Services","USA",3550.90,,100.71,1.16%,499614
186,"CARG","CarGurus Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",2937.54,19.81,30.86,-0.32%,813551
187,"CART","Maplebear Inc","Consumer Cyclical","Internet Retail","USA",9198.71,24.04,38.23,1.38%,3261792
188,"CATY","Cathay General Bancorp","Financial","Banks - Regional","USA",3172.45,10.43,47.38,-0.90%,644153
189,"CAVA","Cava Group Inc","Consumer Cyclical","Restaurants","USA",9542.98,152.22,82.00,2.05%,2319054
190,"CBC","Central Bancompany Inc","Financial","Banks - Regional","USA",5774.57,13.66,23.95,-0.62%,657745
191,"CBSH","Commerce Bancshares, Inc","Financial","Banks - Regional","USA",6998.80,11.80,47.65,0.34%,1131919
192,"CBT","Cabot Corp","Basic Materials","Specialty Chemicals","USA",3628.88,12.20,69.49,0.87%,475502
193,"CBU","Community Financial System Inc","Financial","Banks - Regional","USA",3027.41,14.48,57.39,0.24%,287309
194,"CC","Chemours Company","Basic Materials","Specialty Chemicals","USA",2637.00,,17.58,-0.68%,4146321
195,"CCC","CCC Intelligent Solutions Holdings Inc","Technology","Software - Application","USA",3654.90,,6.02,3.79%,16036695
196,"CCU","Compania Cervecerias Unidas S.A. ADR","Consumer Defensive","Beverages - Brewers","Chile",2150.49,17.45,11.64,0.00%,178413
197,"CDLR","Cadeler AS ADR","Industrials","Engineering & Construction","Denmark",2169.47,7.23,24.76,3.30%,104317
198,"CDP","COPT Defense Properties","Real Estate","REIT - Office","USA",7154.61,23.63,31.67,-0.09%,996784
199,"CE","Celanese Corp","Basic Materials","Chemicals","USA",6326.69,,57.74,-3.12%,3141581
200,"CEF","Sprott Physical Gold and Silver Trust","Financial","Asset Management","Canada",9912.49,,51.18,-3.07%,941785
201,"CELC","Celcuity Inc","Healthcare","Biotechnology","USA",5285.10,,114.22,3.11%,434735
202,"CENTA","Central Garden & Pet Co","Consumer Defensive","Packaged Foods","USA",2053.04,13.12,32.14,0.97%,284997
203,"CENX","Century Aluminum Co","Basic Materials","Aluminum","USA",5416.85,138.38,54.73,-5.16%,2295550
204,"CEPU","Central Puerto ADR","Utilities","Utilities - Regulated Electric","Argentina",2272.65,8.30,15.15,-1.88%,408923
205,"CFR","Cullen Frost Bankers Inc","Financial","Banks - Regional","USA",8350.85,13.33,132.13,-0.60%,428825
206,"CGAU","Centerra Gold Inc","Basic Materials","Gold","Canada",3529.59,6.20,17.64,-4.85%,2238849
207,"CGNX","Cognex Corp","Technology","Scientific & Technical Instruments","USA",7950.67,70.91,47.98,-1.62%,2773702
208,"CGON","Cg Oncology Inc","Healthcare","Biotechnology","USA",5428.34,,64.29,2.10%,1880059
209,"CHDN","Churchill Downs, Inc","Consumer Cyclical","Gambling","USA",6018.98,16.45,86.36,2.71%,763241
